bcDBLY	6209
bcGCRH	3224
bcCICV	2140
bcBJER	1958
bcDMKW	1692
bcECOI	1773
bcEDNJ	1388
bcDQLL	1340
bcATEY	1188
bcHBGY	1647
bcEWJH	1294
bcEBHW	1937
bcDPED	1226
bcEKAQ	1199
bcEUMF	1220
bcCWQI	1034
bcEVJJ	877
bcCDOF	1009
bcDMCI	901
bcCLPF	972
bcICNW	720
bcBICK	706
bcHNBV	493
bcCDWI	537
bcDUNJ	507
bcCNAP	647
bcCKIZ	368
bcHLGC	355
bcIHJO	410
bcBNJZ	408
bcGWRA	451
bcIINK	181
bcAQBA	218
bcCBTP	374
bcBVNL	318
bcBTGV	290
bcIILF	152
bcETAN	355
bcFMLI	358
bcHPLT	314
bcFICH	317
bcGEEY	254
bcHRAF	340
bcFGJS	248
bcBIUH	322
bcEMKE	369
bcHWKX	232
bcAEER	359
bcCZWZ	204
bcDRCK	118
bcGPSN	189
bcBZGB	217
bcFMNI	310
bcHTBF	236
bcGAGA	300
bcEVEM	147
bcHDBS	252
bcFJTM	298
bcCWIZ	225
bcBVSQ	126
bcBVJA	167
bcAUNY	194
bcADKG	118
bcDFEN	206
bcFZKL	211
bcAONP	220
bcBPAA	229
bcHFQV	163
bcGWRO	218
bcEKYE	265
bcHWMC	162
bcFXLJ	243
bcGVGV	216
bcCZRT	150
bcECRV	103
bcELGQ	227
bcEZEC	268
bcFNNS	227
bcGRCL	147
bcEUGV	232
bcHUFY	187
bcASQX	236
bcDWOP	191
bcHVLU	214
bcIHLM	205
bcAMGK	168
bcCABV	134
bcDOKC	100
bcIFVI	97
bcDRAS	199
bcANHB	139
bcABYV	129
bcCGWB	181
bcDLDE	222
bcCAEL	151
bcDWBP	110
bcDIZG	195
bcCMAS	173
bcCZPI	146
bcCVHO	145
bcBKZZ	99
bcGQGF	5811
bcIIAV	2449
bcDPGL	2729
bcAWOW	1840
bcFCRT	1559
bcAQRF	1536
bcIIIP	1780
bcGLEW	1610
bcEXEH	1542
bcHHEH	1340
bcAWVQ	1466
bcHFVI	1255
bcGYXB	898
bcAGTO	1108
bcBKUC	1036
bcGUGR	1278
bcEOET	951
bcGLOO	926
bcCPQU	939
bcIDIF	953
bcECUC	1128
bcFTGQ	585
bcEVYV	639
bcBZGP	700
bcFZOM	492
bcCUVX	372
bcCAAG	294
bcANFY	505
bcIJZL	326
bcIDNX	453
bcBWBE	289
bcEZWY	475
bcCCQE	483
bcGWRS	254
bcCMIF	487
bcCVDO	365
bcDSLX	265
bcDJMC	247
bcAYKX	315
bcEYON	297
bcGYQD	294
bcEYWO	180
bcCTZE	294
bcDWTR	293
bcASSW	240
bcGYAB	228
bcGZGV	349
bcAITB	319
bcEOEV	271
bcEQUY	171
bcIIYZ	144
bcBVGR	316
bcDRZJ	287
bcEJYH	267
bcEYWY	243
bcFIGS	182
bcDQHU	125
bcIBKF	198
bcERPU	109
bcHAFP	286
bcEJHR	125
bcAWKW	197
bcAWQS	160
bcGZAK	189
bcFNOE	300
bcHRGZ	154
bcCWXX	237
bcCGMO	251
bcGIXF	221
bcCOSF	106
bcDIUS	196
bcBVNN	214
bcEHQG	228
bcDGCX	235
bcBOHA	234
bcCQWU	129
bcHXRH	233
bcHZOZ	140
bcIHBI	156
bcBXVT	207
bcHLBT	206
bcAKRM	215
bcHUKA	218
bcFXQQ	147
bcIDRE	127
bcIIRO	147
bcCEOS	200
bcCYBI	239
bcESNJ	178
bcFWNY	215
bcDESR	115
bcCNHL	190
bcFELK	229
bcBKKF	211
bcCNAD	142
bcCNUF	122
bcHSQT	187
bcEMPF	205
bcGSUQ	150
bcCFQI	128
bcBQQV	139
bcASFP	5863
bcAXUW	3434
bcHUOZ	2521
bcFYZK	1421
bcEMYR	2502
bcATDL	1539
bcEZVE	1526
bcBKRY	1262
bcEPNM	1566
bcBWXL	1227
bcBYSP	1441
bcEKDC	1242
bcHLTX	1165
bcCWRR	1212
bcAGJH	1032
bcABOA	902
bcCZEB	905
bcBRLA	754
bcBEWE	753
bcHZNE	725
bcAUHB	670
bcCDXS	813
bcHCJB	742
bcFRFC	676
bcBFDA	675
bcFHFZ	452
bcGGUD	432
bcGNYG	502
bcBLDM	460
bcEZTY	386
bcEDEV	490
bcAWFB	277
bcHEBG	405
bcGUEK	370
bcDDKG	447
bcASAH	292
bcADXQ	421
bcFQQD	285
bcCKZO	281
bcGWLU	344
bcBNJM	274
bcBTSM	285
bcFOSC	254
bcCWFC	212
bcCFPV	274
bcDCFZ	255
bcFVSM	326
bcESOH	296
bcAUHQ	263
bcDIJA	133
bcGFIO	225
bcDBXV	292
bcECEP	264
bcBHNZ	292
bcEHUC	248
bcBUNZ	278
bcEHZN	276
bcEFNU	229
bcHBLI	234
bcGWNB	194
bcEWZJ	150
bcGPZO	199
bcAQZN	247
bcDWAP	223
bcAJDA	251
bcFFND	197
bcFPOK	221
bcFJLO	250
bcIIET	187
